alcohol,chlorides,citric_acid,density,fixed_acidity,free_sulfur_dioxide,ph,quality,residual_sugar,sulphates,total_sulfur_dioxide,volatile_acidity
10,0.06588,0.36,1.0016195975288933,6.1,29.3,3.39,5,7.4,0.81,71.8,1.45
12.7,0.1242,0.57,0.9989054976489934,11.5,69.7,3.19,5,8.9,1.37,43.1,1.28
12.8,0.08316000000000001,0.01,0.9942392909163041,7.7,31.7,3.26,6,12.4,0.56,205.1,1.47
10.7,0.11988,0.23,0.9965209023279402,11.1,21.5,3.52,6,10.8,1.22,108.1,0.5
10,0.04968,0.53,0.9918966732000868,4.6,11,3.89,6,14.5,1.86,214.4,1.31
13.4,0.10475999999999999,0.74,0.9937570348342568,9.7,35.8,2.81,6,10.5,0.75,132.2,0.86
11.6,0.12528,0.14,0.9998472706940036,11.6,23.7,3.39,6,8.6,1.82,23.6,0.22
13,0.14256,0.96,0.996930151638815,13.2,13.6,3.19,6,9.8,1.79,69.7,0.69
9.8,0.054000000000000006,0.14,1.0027958218487072,5,19.6,3.65,6,5.4,1.38,228.3,1.31
11.2,0.05508,0.18,0.9954267865713421,5.1,63.6,3.79,5,14,1.24,13.6,0.12
8.7,0.051840000000000004,0.04,0.9974815115400092,4.8,8.3,2.99,6,12.3,1.96,212.8,0.51
12,0.11988,0.88,0.9974749487197172,11.1,19.6,2.93,7,2.3,0.68,237.6,1.42
11.4,0.081,0.03,0.9924679564828465,7.5,7.3,2.9,6,14.3,0.91,15.6,1.19
8.4,0.16632000000000002,0.9,0.9993924661387109,15.4,7.9,3.07,7,8.4,0.49,193.7,0.66
10,0.10692000000000002,0.45,0.9965394924516583,9.9,68.9,3.26,6,14.5,0.46,195.7,0.72
14.5,0.058320000000000004,0.58,1.0026434669610218,5.4,9.7,3.18,6,12,1.16,154.8,1.25
11.1,0.13068,0.53,1.003514683706463,12.1,14.9,3.02,5,8.9,0.41,222.2,0.49
11.7,0.05292000000000001,0.62,1.0016417961313193,4.9,29.9,3.21,5,7.6,1.2,13.1,0.95
9.5,0.06804,0.78,0.9948662559977413,6.3,49.5,3.04,5,10.7,1.64,105.2,0.76
12.9,0.09504000000000001,0.59,1.000716634221149,8.8,55.6,3.58,5,11.8,0.69,29.1,0.51
12.5,0.15552000000000002,0.99,0.9962283230205645,14.4,53.1,3.91,5,13.9,1.78,16.6,0.21
14.5,0.13608,0.55,0.9949270677718877,12.6,67.8,3.24,8,2.9,0.7,134.9,1.02
13.3,0.10260000000000001,0.67,0.9971842510139967,9.5,28.4,3.27,5,6.4,0.68,207.6,1.06
14.7,0.15012,0.74,1.0024717441346218,13.9,57.4,3.86,6,12.6,1.14,181.9,1.51
10.5,0.054000000000000006,0.92,0.9917665925661643,5,69.7,2.81,5,2.6,0.68,145.8,1.54
12.9,0.06588,0.15,0.9995757253198675,6.1,63.1,3.88,7,4.7,0.79,133.7,0.15
14.1,0.07344,0.32,0.9915136169180004,6.8,20.7,3.58,4,10.9,0.42,193.6,1.05
13.2,0.16956,0.55,0.9907288728469265,15.7,39,3.21,6,4.3,1.18,202.7,0.31
9,0.09720000000000001,0.66,0.9917822903387391,9,59.4,3.66,5,13.1,1.62,29.7,0.36
14.1,0.15444000000000002,0.76,1.0011180143084064,14.3,11.7,3.47,6,11,1.99,142.1,1.32
12.1,0.08532000000000001,0.94,1.0021951212690954,7.9,40.4,3.5,6,8.5,1.93,251.8,0.31
11.5,0.051840000000000004,0.5,0.9919066509538469,4.8,49.7,3.85,7,15.4,1.28,180.6,1.57
9.2,0.10692000000000002,0.72,1.0021306376759893,9.9,16.6,2.91,5,8.5,1.61,253.4,1.25
8.7,0.08532000000000001,0.25,1.0002340377842607,7.9,52.2,3.59,5,1.2,0.68,50.9,0.62
10.9,0.07992,0.37,1.0014646378540957,7.4,71.1,3.17,5,4.6,1.52,114.4,0.23
14.3,0.12852000000000002,0.38,0.9984815126649826,11.9,57.2,2.99,5,5.6,1.29,239.6,1.19
12.7,0.11232,0.34,1.0000496760672408,10.4,61.1,2.77,6,12.1,1.02,80.5,0.44
14.8,0.13608,0.79,0.9938993132413013,12.6,65.9,3.25,5,9.1,1.19,212.9,0.65
11.1,0.13932,0.17,0.9974998200760523,12.9,21.1,3.43,5,11.1,0.83,208.3,0.93
12.1,0.17064000000000001,0.98,0.9994427500906884,15.8,67.3,3.4,5,1.1,1.06,129.2,1.17
10.1,0.08532000000000001,0.43,1.0027612820799754,7.9,63.2,2.89,6,1.1,1.33,67.8,0.63
11.3,0.14148,0.04,0.9919073264645912,13.1,25.9,2.96,6,14.3,1.79,118.9,1.31
8.7,0.162,0.21,1.0023558388747138,15,42.8,3.29,6,11.6,1.57,63.4,1.25
13.6,0.06264,0.07,0.9965456913160246,5.8,17.8,3.32,5,11.5,0.5,86.6,0.93
12.7,0.09504000000000001,0.29,0.9975043692945531,8.8,41.6,3.13,6,13.2,0.86,93.1,1.14
11.6,0.15444000000000002,0.46,0.9942073059191503,14.3,59.4,3.39,5,3.1,0.51,138.9,0.5
11,0.11124000000000002,0.75,0.9957757560049851,10.3,68.1,3.57,5,3.4,0.67,159.8,1.16
11.6,0.13068,0.26,0.991122992617146,12.1,7.7,2.94,6,5.2,1.91,22.7,1.39
14,0.17064000000000001,0.26,0.9910323710940416,15.8,49.6,3.53,5,5,1.01,110.6,1.25
9.3,0.05616,0.38,0.9929380975758537,5.2,12.3,3.6,5,9.2,0.71,234,1.03
9.9,0.06264,0.2,0.9906159181442514,5.8,44.5,2.84,5,5.4,0.91,125.1,1.26
14.4,0.09072000000000001,0.74,0.9975937941861831,8.4,19.2,2.83,6,6.3,0.58,210.6,1.53
14.2,0.1242,0.22,1.000481191018321,11.5,41.1,3.19,5,4.1,1.73,173.5,1.25
13,0.11664000000000001,0.22,0.997451029167158,10.8,41.9,3.17,5,9.3,1.66,267,1.28
12,0.07884000000000001,0.35,0.994479583338369,7.3,65.5,2.76,5,14.4,1.97,52.9,0.59
11.9,0.11124000000000002,0.93,1.0019861666587042,10.3,15.2,2.82,6,13.9,1.03,48.6,0.3
11,0.06912,0.74,0.9905787489717157,6.4,14.8,2.77,6,8.7,0.68,116.1,1.38
13.9,0.16848000000000002,0.56,0.9933951776850696,15.6,2.9,2.75,6,14.2,1.22,37,1.4
10,0.1458,0.04,0.9939368768703609,13.5,60.9,3.74,5,1,1.76,68.3,1.35
9.9,0.13932,0.96,0.9964279340927616,12.9,54.6,3.05,6,7,1.94,81.5,1.41
12,0.16416,0.14,0.9928015184266271,15.2,10.2,3.68,5,7.7,0.73,54.3,0.17
13,0.12528,0.33,0.9971932000282651,11.6,43,3.81,6,11.7,1.28,133.3,0.66
10,0.07668,0.51,0.9989174725206433,7.1,29.1,3.77,6,10.6,0.99,20.8,1.14
12,0.1458,0.92,1.0018972162506457,13.5,42.6,3.79,6,15.2,1.88,182.9,0.14
11.1,0.15012,0.94,0.9913970174532101,13.9,53.5,3.13,5,6.1,1.64,92.6,1.1
14.5,0.12636,0.96,1.003220954522986,11.7,31.7,3.53,5,6.2,1.87,203.5,1.5
9.3,0.05616,0.54,0.9976048430305994,5.2,59.7,2.91,6,2.8,0.59,48,1.44
11.7,0.05508,0.38,0.9961262431245587,5.1,17.4,3.85,5,8.8,0.99,29.2,1.05
9.1,0.10908,0.5,0.9999421137001934,10.1,17.7,3.99,6,10.8,1.45,169.7,1.53
12.3,0.13608,0.67,0.9918006568702604,12.6,33.6,3.81,6,6.1,1.42,216.6,0.71
12.9,0.10044000000000002,0.87,1.0028531644962282,9.3,24.5,3.41,7,11.9,0.46,98.9,0.98
9.1,0.16308,0.48,0.9953784854684049,15.1,13.3,3.11,6,2.9,0.38,288.5,0.38
12.8,0.16956,0.25,0.9942556727745688,15.7,50.7,3.71,6,11.5,1.84,226.8,1.05
13.1,0.09396,0.22,0.9985722126049272,8.7,39.7,3.83,5,7.6,1.06,254.6,1.55
11,0.061560000000000004,0.98,0.994417735507387,5.7,45.1,3.99,5,15.2,1.84,162.7,0.33
9.5,0.14796,0.46,0.9934683157480302,13.7,32.6,3.78,5,6.4,0.92,121.8,1.53
12,0.09396,0.93,0.993799765166111,8.7,49.1,3.09,6,6.2,1.84,259.8,0.82
12.9,0.16740000000000002,0.57,1.0029459173252275,15.5,38.1,2.8,8,3.6,0.44,227.3,1.55
10.1,0.13716,0.15,0.994897198999983,12.7,66.6,3.19,5,12.4,0.51,45.6,0.92
13.6,0.11664000000000001,0.72,0.9921948537395191,10.8,65.6,3.24,5,3.1,1.06,281.2,1.52
11.4,0.1512,0.19,0.9989844413358863,14,28.4,3.91,5,15,1.97,255.5,0.88
9.4,0.07452,0.26,0.9937056872171018,6.9,48.1,3.59,6,11.7,1.15,279.6,0.31
13.4,0.10152000000000001,0.6,0.9941718997807484,9.4,20,3.12,5,4.7,0.48,54.3,1.4
11.6,0.05292000000000001,0.77,0.9920588953281647,4.9,59.1,3.38,7,4.1,1.92,36,0.65
10,0.16632000000000002,0.33,1.0034786051693592,15.4,8.4,3.37,6,11,0.55,222,1.14
12.6,0.162,0.21,1.000096916019253,15,56.9,3.96,5,7.3,0.61,31.6,0.22
10.3,0.10908,0.89,0.997101530483578,10.1,70.6,3.51,5,11.4,1.08,22.7,0.68
10.4,0.12744000000000003,0.06,0.994833845821675,11.8,57.9,3.99,6,2.4,1.07,207,1.29
10,0.06264,0.78,0.9907480196130821,5.8,64.2,2.98,6,8.8,0.57,54.2,0.45
13.1,0.08424000000000001,0.74,0.992264957518281,7.8,61.8,3.1,5,7.4,1.99,61.4,0.62
13.6,0.10584000000000002,0.93,0.995844775386241,9.8,50.3,2.86,5,1.8,0.37,148.7,0.68
10.9,0.16092,0.22,0.9927764732488485,14.9,41.9,3.19,5,8.6,1.73,128.6,1.31
9.2,0.15012,0.56,0.9904204419755064,13.9,46.8,2.79,5,7.9,0.35,249.6,0.25
13.9,0.13392,0.78,0.997410221288863,12.4,62.1,3.86,5,9.4,1.83,121.6,1.03
11.5,0.11988,0.18,0.9929264690507406,11.1,50.3,3,5,12.9,1.57,79.3,0.8
9.1,0.15444000000000002,0.24,0.9939999205646706,14.3,2.5,3.02,6,13.6,1.1,231.6,0.27
8.7,0.10692000000000002,0,0.9992173838952131,9.9,29.2,3.66,7,8.9,1.04,179,0.64
13.4,0.10044000000000002,0.76,0.9938680629052237,9.3,70.4,3.49,6,14.9,1.21,111.8,0.78
13.4,0.051840000000000004,0.78,1.00204944923489,4.8,16.2,3.96,6,7.6,1.99,29.4,0.63
11.7,0.12096,0.09,0.9985537385042337,11.2,46.6,3.26,6,3.6,0.44,160.3,0.23
13.4,0.10800000000000001,0.92,0.9957848941942601,10,32.3,3.3,6,6.2,1.4,90,1.17
12.6,0.15012,0.1,1.0026580042542037,13.9,60.3,3.13,6,5.4,0.98,60.5,1.03
13.1,0.07452,0.16,1.0034639472542577,6.9,44.2,3.68,6,7.9,1.17,51,0.6
12.3,0.061560000000000004,0.4,0.9962394253552851,5.7,23,4.01,6,8.2,1.01,153.3,0.81
13.9,0.0594,0.48,0.9991816021316152,5.5,6.1,2.91,5,10.4,0.54,159.5,0.58
9.6,0.058320000000000004,0.93,1.002764308743522,5.4,6.8,2.74,6,10.5,1.95,184,0.21
13.5,0.15552000000000002,0.28,0.9986678325845716,14.4,50.1,3.7,5,12.4,0.4,209,1.35
11.9,0.081,0.13,0.998774086334748,7.5,11.8,3.99,6,11.9,0.63,76,0.46
11.5,0.11664000000000001,0.16,0.9995407753618835,10.8,36.5,3.37,7,6.5,0.6,114.4,0.25
9.3,0.14904,0.55,0.9958217351769602,13.8,34.8,2.8,6,2.7,0.37,247.8,0.36
9.7,0.08532000000000001,0.55,0.9925685341871454,7.9,67.5,4,6,3.3,0.75,185,0.79
12.9,0.12096,0.82,1.0019711014295498,11.2,65.8,3.27,6,8.8,0.74,69.7,1.53
8.6,0.15552000000000002,0.81,0.998830948937692,14.4,58.8,3.93,6,7.8,0.75,262.6,0.45
12.2,0.12204000000000001,0.8,0.9972748707508586,11.3,59.2,3.42,6,14.9,0.99,22.4,1.28
12.6,0.06264,0.4,0.9925465534168185,5.8,18.9,3.03,6,5.6,1.81,69.4,0.75
14.9,0.07236000000000001,0.82,0.9958306891388861,6.7,23.4,3.56,7,6.8,0.59,194.4,1.02
8.6,0.07344,0.73,0.9926396194340408,6.8,43.1,2.74,7,12.2,1.99,197.6,0.76
9.3,0.08748,0.14,0.9931124457168686,8.1,67,3.59,7,10.8,0.7,192.4,0.5
11.2,0.1512,0.17,0.9952108315706486,14,5.9,2.89,5,14,1.47,138.8,0.49
12.6,0.11556,0.62,0.999547505219031,10.7,39.3,3.46,6,14.4,1.98,141,0.99
8.8,0.13608,0.62,0.9944095635402211,12.6,44.5,3.73,5,15.1,1.52,236.7,1.05
11.1,0.0864,0.52,0.9931448338496264,8,59.8,3.33,5,5.7,0.69,175.6,0.79
10,0.08964000000000001,0.94,1.0026166041511007,8.3,12.2,3.49,6,2.5,0.57,91.1,1.46
14,0.11232,0.61,0.9974423697316277,10.4,70.9,3.05,6,2,1.09,257.8,0.85
12.5,0.05724,0.54,0.9928012101345597,5.3,46.4,3.05,5,9.7,1.11,175,0.49
11,0.08424000000000001,0.36,1.0010528335968967,7.8,37.2,3.67,6,4.7,0.93,231.5,0.45
12.7,0.0702,0.94,0.9947454945891514,6.5,31.1,3.16,7,5.1,1.41,133.7,0.33
10.2,0.09612000000000001,0.74,0.9963037038213828,8.9,38.8,2.99,6,8.1,1.78,267.4,0.61
12.4,0.1404,0.65,0.990647564835341,13,5.2,3.05,6,5.4,0.98,87,0.37
14.5,0.081,0.98,1.0033220341614777,7.5,39.7,3.58,5,10.7,0.86,23,1.26
12.9,0.15444000000000002,0.72,0.9964472327624475,14.3,70,3.92,5,10.5,1.03,181.6,0.55
11.7,0.07344,0.94,0.9960926296468516,6.8,17.9,3.02,5,3,1.82,282,0.79
8.6,0.09936,0.77,0.9973220534713254,9.2,26.2,3.65,6,5,0.93,158.5,0.55
13.2,0.11664000000000001,0.65,0.9932621970954887,10.8,32.4,3.83,7,2.7,1.64,189.3,0.36
11.4,0.14904,0.47,0.996993747075611,13.8,24.1,3.7,7,7.2,0.47,267.6,1.51
10.8,0.14148,0.98,0.9996242056929707,13.1,65.8,3.04,7,1.7,1.02,12.7,0.76
10.7,0.16524000000000003,0.01,0.9931262608050593,15.3,49,2.81,6,11.8,1.63,194.4,1.04
10,0.0756,0.9,0.9976188142903346,7,10.3,2.75,7,5.3,0.47,221.9,0.14
13.6,0.05724,0.72,0.9907743841022857,5.3,53.5,3.1,5,7.9,1.79,131.1,0.63
13.2,0.050760000000000007,0.56,1.0021430645724998,4.7,11.5,3.34,5,8.2,1.64,21.2,1.53
11.1,0.11772,0.52,0.9999235416196963,10.9,63.3,3.73,5,14.4,1.47,56.2,0.74
10.8,0.050760000000000007,0.72,1.0034588473479984,4.7,4.2,3.4,6,2.5,0.79,230.8,0.82
10.8,0.10908,0.82,0.9903120543456871,10.1,70.7,3.34,7,4.3,1.57,243.9,0.56
10.8,0.11772,0.12,1.0033373487901278,10.9,14.8,3.21,5,13.3,1.26,36.7,1.57
11.6,0.14148,0.57,0.9947460931381863,13.1,50.6,3.94,6,7.5,1.88,18.5,1.17
9.4,0.16524000000000003,0.68,0.9946053894547652,15.3,11.3,3.07,6,0.9,1.1,134.1,1.14
9.2,0.135,0.21,0.9914064449426351,12.5,53.6,3.11,6,1.5,0.88,284.8,0.66
11.8,0.10475999999999999,0.65,0.9970912986515759,9.7,48.6,2.82,6,11.9,0.88,206.1,1.57
10.3,0.07236000000000001,0.84,1.0017879442187412,6.7,67,3.26,5,14.3,0.76,269.9,1.31
14.7,0.058320000000000004,0.04,0.9904584172816429,5.4,69,2.98,5,7.7,1.46,98.3,1.07
14.4,0.14364000000000002,0.46,0.9973086582991227,13.3,71.6,3.39,5,12.8,0.88,93.2,0.39
14.4,0.13824,0.37,0.9930983214279927,12.8,42.8,3.66,6,8.8,1.87,261.1,0.77
14.7,0.07992,0.2,0.9956869565237141,7.4,66.7,3.64,5,7.5,1.73,185.1,1.26
13.3,0.11988,0.4,0.9959649681715033,11.1,43.2,3.58,5,4.1,0.34,285.6,0.91
14.7,0.08424000000000001,0.64,0.9906653466825113,7.8,46.2,3.61,6,8.2,1.51,179.4,0.75
10.8,0.08208,0.57,1.0001541998887518,7.6,37.5,2.96,6,11,0.37,153.9,0.89
10.9,0.17064000000000001,0.44,1.0024372352211266,15.8,56.1,3.91,5,8.1,0.79,214,0.42
13.9,0.10908,0.28,0.9936748723651512,10.1,8.9,3.45,5,4.5,0.59,77,0.88
8.9,0.13824,0.83,1.0031246558950777,12.8,14.6,3.22,5,14.4,1.9,209.6,1.04
9.1,0.15984,0.54,1.0026478744922538,14.8,32.5,3.53,6,10.7,0.54,164.1,0.3
13.4,0.14256,0.75,0.9974893524661205,13.2,56.5,3.14,6,8.3,1.53,49.3,0.39
9.1,0.08316000000000001,0.28,0.9951460734986609,7.7,53.4,3.66,6,4.7,0.81,199.4,0.41
11.3,0.08748,0.49,1.0014717102106685,8.1,27.2,2.9,5,7.4,0.61,188.3,0.26
12.4,0.12636,0.61,1.0013094741234576,11.7,68.2,3.36,6,9.8,1.25,145.9,0.53
10.6,0.16848000000000002,0.91,0.991356664858718,15.6,13.2,3.62,6,8.2,0.79,191.8,1.37
13.8,0.10368000000000001,0.33,0.9984316061563886,9.6,28.9,2.74,5,2,0.43,28.1,0.98
11.6,0.14364000000000002,0.7,1.0027557660514892,13.3,59.3,3.78,7,9.5,1.09,250.9,1.42
10.4,0.08748,0.43,1.0007850216434895,8.1,17.3,3.97,5,14.5,1.61,246.8,0.54
11.4,0.1242,0.38,0.9981400758099489,11.5,34.4,3.86,5,4.9,0.77,217.1,0.95
13.9,0.07452,0.62,1.0006717857659029,6.9,44,3.52,6,3.5,1.9,174.3,0.79
12.4,0.12204000000000001,0.77,1.0021090708676434,11.3,52.3,3.66,5,11.9,1.88,195.3,1.46
10.1,0.07668,0.74,0.9978766766731494,7.1,70.1,2.84,5,1.6,0.78,211.5,0.61
9.1,0.08856,0.51,0.9920028955531696,8.2,43.7,3.42,6,12.1,1.88,229.1,1.46
14.7,0.06372000000000001,0.39,0.9936164018326525,5.9,38.7,3.07,6,5.7,0.76,55.9,0.83
12.1,0.0918,0.08,1.0028714273263784,8.5,63.7,3.19,6,4,1.23,11.1,1.1
12.4,0.15444000000000002,0.44,0.9908468166773877,14.3,41.8,3.05,7,12.1,1.66,185.3,0.84
13,0.1296,0.25,0.9945020177500921,12,45.4,3.69,5,7.4,1.52,275.5,0.6
13.4,0.13176,0.79,1.0033460927526636,12.2,27.5,2.88,6,2.1,1.91,259.8,1.18
12.1,0.08748,0.65,0.9959336576025438,8.1,60.4,2.93,6,5.9,1.56,154.7,0.96
14.5,0.09936,0.12,1.0002414167759297,9.2,41.8,3.35,5,15.4,0.6,221.1,0.73
9.5,0.08208,0.03,0.999845769332371,7.6,10.2,2.91,6,8.2,1.64,199,1.36
8.6,0.09720000000000001,0.05,0.9948731009086323,9,12.7,3.64,6,11.8,0.77,18.4,0.39
12.5,0.08424000000000001,0.19,0.9949180245187416,7.8,41,3.76,8,9.3,1.13,238.6,0.54
11.4,0.10260000000000001,0.45,0.9929701841820581,9.5,16,3.33,7,13.1,0.8,29.6,1.35
9.9,0.10260000000000001,0.93,0.9952194597129761,9.5,58.1,3.82,5,1.2,1.9,157.5,1.31
14.5,0.15660000000000002,0.78,0.9968094675712795,14.5,19.1,2.75,4,5.2,0.53,269.7,0.17
11.9,0.13716,0.88,1.0014497595129226,12.7,67.9,3.53,5,1.2,0.45,161.1,0.93
8.4,0.15660000000000002,0.07,0.99579014775985,14.5,39,4,6,4,1.38,256.4,0.77
10.1,0.10908,0.87,1.0020839735624838,10.1,59.8,2.91,5,11.1,1.98,23.3,0.91
9.5,0.09936,0.89,0.9987774444966379,9.2,70.4,3.06,6,11.9,1.32,110,0.87
9.8,0.0864,0.15,1.002859524591778,8,49.6,3.65,6,5.6,1.06,141.5,0.85
11.3,0.10044000000000002,0.01,0.996831239308807,9.3,49.1,3.75,6,8.1,1.29,233.8,0.28
10.7,0.08424000000000001,0.19,1.0031865334753824,7.8,69.2,3.9,6,8.7,1.49,39.3,0.61
9.5,0.09504000000000001,0.07,0.9906915969670084,8.8,6.5,2.76,5,15.4,0.63,221.6,0.24
9.6,0.13932,0.7,0.9939291559005906,12.9,46.2,3.36,5,2.6,1.63,186.3,0.44
13.4,0.09072000000000001,0.48,0.9917307341581548,8.4,57,3.16,5,14.3,1.66,170.9,0.92
9.8,0.06804,0.92,0.9988744458030381,6.3,38.9,3.49,5,14,1.3,94.8,1.04
10.7,0.10800000000000001,0.19,0.9914290778335275,10,19.4,3.88,6,11.6,1.94,108.9,0.53
12.4,0.1296,0.39,0.9965178113796769,12,41.9,3.42,5,14.8,1.3,104.1,0.67
9,0.08532000000000001,0.43,0.992394894147562,7.9,70.3,3.69,5,13.2,0.67,11.9,1.58
13.3,0.1134,0,0.9921918163068371,10.5,33.1,3.85,5,8.8,1.35,49.8,0.95
13.3,0.13932,0.08,0.9907240455807635,12.9,5,3.12,5,3.5,1.71,25,1.06
13.2,0.07668,0.51,0.9948621624142536,7.1,30.6,3.64,5,0.9,1.67,108.3,1.33
9.8,0.08424000000000001,0.99,0.9960281025780345,7.8,53.1,3.3,5,2.4,0.7,169.6,1.23
14.6,0.15876,0.35,0.9915569152261989,14.7,42.1,2.81,6,14.1,0.79,10.6,1.15
12.4,0.16092,0.72,0.9965197890001954,14.9,11.6,3.34,5,4.4,1.21,260.5,0.51
14,0.1134,0.82,0.9902288721841943,10.5,25,3.07,5,8.8,1.81,185.8,0.91
10.6,0.08424000000000001,0.65,1.0000513745779487,7.8,66.6,3.33,6,14.1,1,122.8,0.65
10.7,0.1242,0.57,1.003117640749514,11.5,11.9,3.95,7,3,0.63,10.7,0.74
9,0.06372000000000001,0.61,0.9945143211574171,5.9,9.8,3.19,5,2.2,1.39,284,1.27
13.6,0.061560000000000004,0.95,0.9982409601398803,5.7,47.8,3.71,5,3.1,1.05,122.8,1.02
11.8,0.16092,1,0.996513957801779,14.9,38,3.08,6,8.3,1.83,209.8,0.42
13,0.16092,0.32,0.9944418944481874,14.9,67.5,3.62,5,2.4,1.11,123.8,1.44
10,0.09072000000000001,0.98,0.999025093527703,8.4,28.7,3.29,5,4.5,0.92,61.1,0.6
12.3,0.11448,0.4,1.0010542012828472,10.6,35.3,3.29,7,12.6,1.61,96.5,0.75
12.1,0.15336,0.71,0.9996219587308612,14.2,13.2,3.46,5,10.4,0.93,265.3,1.49
13.2,0.12096,0.93,0.9902296336357134,11.2,13.6,3.24,5,6.9,0.85,253.3,1.39
13.8,0.058320000000000004,0.22,0.9995280054757435,5.4,40,3.99,6,11.9,1.95,165.8,0.61
11.7,0.16308,0.65,0.9912706510713519,15.1,58.4,3.54,5,11.6,0.49,217.7,1.11
8.4,0.13716,0.09,1.0025031122012316,12.7,12.9,2.88,6,5.2,1.13,202.6,1.17
13.6,0.17064000000000001,0.09,0.9911521295976179,15.8,16.3,3.7,5,10.4,1.39,205.2,0.82
10.8,0.08316000000000001,0.85,1.0032590267878634,7.7,57.7,2.76,5,8.9,0.42,76.2,0.46
14.8,0.11124000000000002,0.62,0.995816468213437,10.3,33.7,4,5,1.8,0.68,223,0.8
11.2,0.15984,0.73,0.9951764718389134,14.8,40.4,3.41,4,14.2,1.56,26.3,1.03
8.5,0.14256,0.65,1.0000766799290166,13.2,57.5,3.96,7,14.6,1.71,165.8,0.17
12,0.0702,0.29,0.9941298970219743,6.5,37.1,3.1,6,1.1,1.86,205.6,1.2
13.8,0.15984,0.36,0.9987122948056781,14.8,66.3,3.95,4,14.7,0.67,95.6,1.46
13.2,0.11772,0.62,0.9970688199150486,10.9,46.2,2.79,7,9.6,0.39,219.9,1.33
11.8,0.07128,0.01,0.9994451424372883,6.6,47.6,2.96,7,13.1,1.83,214.9,1.33
8.7,0.06588,0.87,0.9963998151311815,6.1,42.3,2.85,5,2.1,1.54,151.5,0.75
12.9,0.07668,0.39,0.9982601920612443,7.1,31.3,3.96,6,14.7,1.22,200.4,0.79
10.6,0.0702,0.26,1.003346295367757,6.5,48.6,3.98,6,7.2,0.48,107.8,0.32
9.3,0.08964000000000001,0.09,0.9908819251427459,8.3,22.8,2.94,5,13.9,0.39,267.8,1.24
8.6,0.15984,0.81,0.9959318389431544,14.8,63.4,3.55,6,12.6,1.94,166.3,0.4
9.6,0.10152000000000001,0.42,0.993103620248101,9.4,13.5,3.95,7,13.8,0.66,232.7,0.49
9.1,0.06804,0.35,1.001841135093264,6.3,62.9,3.49,5,11.3,1.26,98,1.36
12,0.15228,0.99,1.0033283969546059,14.1,6.3,3.73,7,12.6,1.12,201.8,1.24
12.4,0.0756,0.64,0.9969837820079815,7,58.6,3.81,6,3.7,0.67,278,0.3
10.6,0.0702,0.43,0.9920788406113271,6.5,18.5,3.93,5,2.3,1.03,99.3,1.32
14.2,0.05292000000000001,0.13,0.9944865293870621,4.9,38.1,3.72,5,10.9,1.44,146.5,0.14
9.8,0.12528,0.66,0.9982914498828538,11.6,39.4,2.75,6,14.6,1.95,70.2,1.53
10.4,0.06372000000000001,0.99,0.9926576527914023,5.9,68.3,3.6,5,14.9,0.63,33.3,1.06
12.7,0.1404,0.52,0.9932314417092447,13,5.4,3.8,5,10.3,1.74,210.8,1.55
10.2,0.1242,0.24,0.9961983666502996,11.5,23.2,3.62,6,15.3,1.92,209.8,0.83
13.2,0.05508,1,0.9941138502398953,5.1,32.2,3.39,7,1.9,0.82,16.1,0.3
11.8,0.15876,0.25,0.9938340911739577,14.7,68.5,3.69,7,14,1.74,49.5,1.01
13.4,0.16740000000000002,0.38,1.0033270911530157,15.5,4.6,3.9,6,12.7,1.25,269.2,0.24
14.6,0.14796,0.33,0.9986784425851323,13.7,58,4,6,3.8,0.61,23.3,0.27
9.7,0.09828,0.31,1.0013432662452153,9.1,55.6,3.51,5,2.2,0.77,14.3,0.82
13.2,0.051840000000000004,0.7,0.9955852595009723,4.8,15.5,3.84,6,12.7,0.46,219.6,0.25
12.3,0.11232,0.82,0.9973384107762446,10.4,6.8,3.59,6,11.3,1.88,144.3,0.95
11.3,0.0702,0.11,1.0006179413469554,6.5,33.9,3.52,5,6.2,0.61,249.6,0.96
8.7,0.1242,0.56,1.000115015140257,11.5,67.2,2.91,7,12.3,1.72,255,0.94
13.4,0.08964000000000001,0.32,0.9960949258092883,8.3,16.3,3.57,6,3.9,0.99,194.9,1.18
9.5,0.06912,0.56,0.994679501553647,6.4,16,2.76,6,12,1.3,162,0.77
11,0.16092,0.32,0.9903514428431077,14.9,38.5,3.63,8,6.1,1.65,54.8,0.53
9.1,0.13824,0.16,1.0033364018093498,12.8,10.9,3.5,6,4.1,0.72,86.7,0.66
12.9,0.06372000000000001,0.04,1.000776955943893,5.9,22,3.79,3,3.5,0.79,282.5,0.28
9.8,0.10908,0.56,1.0023406723047712,10.1,46.6,3.18,6,9,1.81,108.1,0.43
8.5,0.10692000000000002,0.53,1.0022811895073274,9.9,31.2,2.94,5,11.3,1.79,283.8,0.59
13.1,0.11124000000000002,0.95,0.9922536400645724,10.3,3.6,2.82,6,14.5,1.89,233.8,0.73
14.4,0.15660000000000002,0,0.9980174664535458,14.5,8.5,3.74,6,6.8,1.42,92,0.52
10.5,0.13932,0.47,1.0021752901792973,12.9,13.6,2.9,5,9.6,1.2,120.9,0.81
9.1,0.15228,0.42,0.9977345974974323,14.1,27.4,3.71,6,2.4,1.24,133.4,1.51
10.1,0.16956,0.12,0.9936365792444212,15.7,52.4,2.79,6,4,0.5,224.4,0.69
